ID,Section,Label,Country,Year,Value,Flag,Breakdown,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Greece,2022,15.5,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Spain,2022,10.3,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,France,2022,10.7,b,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Croatia,2022,3.5,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Italy,2022,4.7,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Cyprus,2022,4.4,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Latvia,2022,5.9,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Lithuania,2022,5.2,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Luxembourg,2022,3.1,b,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Hungary,2022,12,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Malta,2022,6.5,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Netherlands,2022,2.4,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Austria,2022,2.2,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Poland,2022,2.3,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Portugal,2022,4.9,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Romania,2022,30.8,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Slovenia,2022,1.8,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Slovakia,2022,10.8,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Finland,2022,1.7,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Sweden,2022,3,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,EU27,2023,:,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Belgium,2023,7.6,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Bulgaria,2023,19,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Czechia,2023,:,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Denmark,2023,:,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Germany,2023,:,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Estonia,2023,3.3,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Ireland,2023,:,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Greece,2023,:,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Spain,2023,:,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,France,2023,:,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Croatia,2023,:,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Italy,2023,:,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Cyprus,2023,:,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Latvia,2023,5.3,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Lithuania,2023,:,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Luxembourg,2023,:,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Hungary,2023,:,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Malta,2023,:,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Netherlands,2023,:,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Austria,2023,:,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Poland,2023,:,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Portugal,2023,:,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Romania,2023,:,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Slovenia,2023,:,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Slovakia,2023,:,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Finland,2023,:,,Total,,
POVERTY3,Child poverty,Severe material and social deprivation rate for children,Sweden,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,EU27,2015,8.4,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Belgium,2015,13.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Bulgaria,2015,14.1,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Czechia,2015,8.3,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Denmark,2015,7.3,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Germany,2015,6.9,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Estonia,2015,5.1,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Ireland,2015,19.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Greece,2015,10.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Spain,2015,11.9,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,France,2015,7.5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Croatia,2015,12.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Italy,2015,8.5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Cyprus,2015,9.1,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Latvia,2015,7.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Lithuania,2015,8.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Luxembourg,2015,2.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Hungary,2015,11,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Malta,2015,10.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Netherlands,2015,6.4,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Austria,2015,7.4,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Poland,2015,5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Portugal,2015,8.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Romania,2015,7.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Slovenia,2015,3.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Slovakia,2015,8.1,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Finland,2015,7.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Sweden,2015,8.4,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,EU27,2016,8.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Belgium,2016,13.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Bulgaria,2016,14.9,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Czechia,2016,8.3,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Denmark,2016,6.5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Germany,2016,8.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Estonia,2016,3.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Ireland,2016,19.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Greece,2016,10.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Spain,2016,11.5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,France,2016,7.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Croatia,2016,10.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Italy,2016,9,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Cyprus,2016,8.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Latvia,2016,6.3,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Lithuania,2016,9.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Luxembourg,2016,3.5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Hungary,2016,9,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Malta,2016,7.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Netherlands,2016,7.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Austria,2016,6.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Poland,2016,5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Portugal,2016,6.4,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Romania,2016,8.1,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Slovenia,2016,3.4,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Slovakia,2016,8.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Finland,2016,8.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Sweden,2016,8.1,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,EU27,2017,7.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Belgium,2017,13.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Bulgaria,2017,13.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Czechia,2017,6.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Denmark,2017,6.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Germany,2017,6.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Estonia,2017,3.9,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Ireland,2017,17.4,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Greece,2017,9.5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Spain,2017,9.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,France,2017,7.5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Croatia,2017,10.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Italy,2017,7.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Cyprus,2017,7.5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Latvia,2017,6.5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Lithuania,2017,9.5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Luxembourg,2017,3.9,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Hungary,2017,7.4,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Malta,2017,7.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Netherlands,2017,6.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Austria,2017,7.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Poland,2017,4.1,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Portugal,2017,6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Romania,2017,5.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Slovenia,2017,3.3,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Slovakia,2017,7.3,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Finland,2017,8.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Sweden,2017,8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,EU27,2018,7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Belgium,2018,12.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Bulgaria,2018,10.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Czechia,2018,4.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Denmark,2018,7.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Germany,2018,6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Estonia,2018,3.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Ireland,2018,14.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Greece,2018,9,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Spain,2018,7.3,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,France,2018,7.5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Croatia,2018,8.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Italy,2018,7.1,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Cyprus,2018,8.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Latvia,2018,6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Lithuania,2018,10.4,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Luxembourg,2018,3.9,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Hungary,2018,4.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Malta,2018,6.3,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Netherlands,2018,5.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Austria,2018,6.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Poland,2018,4.3,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Portugal,2018,5.5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Romania,2018,7.1,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Slovenia,2018,2.3,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Slovakia,2018,6.3,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Finland,2018,8.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Sweden,2018,9.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,EU27,2019,6.4,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Belgium,2019,10.5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Bulgaria,2019,11.3,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Czechia,2019,3.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Denmark,2019,5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Germany,2019,5.1,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Estonia,2019,3.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Ireland,2019,14.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Greece,2019,7.9,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Spain,2019,8.1,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,France,2019,7.1,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Croatia,2019,6.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Italy,2019,6.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Cyprus,2019,5.4,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Latvia,2019,5.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Lithuania,2019,7.5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Luxembourg,2019,4.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Hungary,2019,4.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Malta,2019,5.3,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Netherlands,2019,6.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Austria,2019,7.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Poland,2019,3.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Portugal,2019,5.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Romania,2019,5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Slovenia,2019,2.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Slovakia,2019,6.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Finland,2019,6.8,b,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Sweden,2019,9.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,EU27,2020,7.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Belgium,2020,10.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Bulgaria,2020,10.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Czechia,2020,4.1,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Denmark,2020,5.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Germany,2020,9.4,b,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Estonia,2020,3.1,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Ireland,2020,12.4,b,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Greece,2020,7.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Spain,2020,7.1,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,France,2020,9.7,b,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Croatia,2020,6.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Italy,2020,7.4,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Cyprus,2020,3.9,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Latvia,2020,7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Lithuania,2020,6.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Luxembourg,2020,5.4,b,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Hungary,2020,5.3,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Malta,2020,6.1,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Netherlands,2020,7.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Austria,2020,6.5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Poland,2020,3.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Portugal,2020,3.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Romania,2020,5.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Slovenia,2020,2.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Slovakia,2020,3.9,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Finland,2020,7.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Sweden,2020,8.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,EU27,2021,8.3,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Belgium,2021,9.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Bulgaria,2021,10.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Czechia,2021,6.4,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Denmark,2021,5.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Germany,2021,10.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Estonia,2021,3.9,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Ireland,2021,13.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Greece,2021,7.5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Spain,2021,9.1,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,France,2021,11.5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Croatia,2021,6.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Italy,2021,8.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Cyprus,2021,4.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Latvia,2021,6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Lithuania,2021,8.1,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Luxembourg,2021,4.1,b,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Hungary,2021,6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Malta,2021,6.5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Netherlands,2021,7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Austria,2021,6.9,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Poland,2021,2.9,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Portugal,2021,4.1,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Romania,2021,3.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Slovenia,2021,1.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Slovakia,2021,4.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Finland,2021,6.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Sweden,2021,8.5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,EU27,2022,7.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Belgium,2022,9.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Bulgaria,2022,10.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Czechia,2022,5.4,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Denmark,2022,4.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Germany,2022,10.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Estonia,2022,3.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Ireland,2022,10.9,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Greece,2022,4.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Spain,2022,6.5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,France,2022,10.7,b,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Croatia,2022,5.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Italy,2022,6.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Cyprus,2022,2.5,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Latvia,2022,6.4,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Lithuania,2022,8.6,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Luxembourg,2022,2,b,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Hungary,2022,5.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Malta,2022,4.4,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Netherlands,2022,6.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Austria,2022,4.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Poland,2022,3.1,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Portugal,2022,5.3,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Romania,2022,4.7,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Slovenia,2022,2.4,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Slovakia,2022,4.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Finland,2022,8.5,b,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Sweden,2022,7.4,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,EU27,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Belgium,2023,8.8,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Bulgaria,2023,8.3,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Czechia,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Denmark,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Germany,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Estonia,2023,4.3,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Ireland,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Greece,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Spain,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,France,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Croatia,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Italy,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Cyprus,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Latvia,2023,6.2,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Lithuania,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Luxembourg,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Hungary,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Malta,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Netherlands,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Austria,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Poland,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Portugal,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Romania,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Slovenia,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Slovakia,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Finland,2023,:,,Total,,
POVERTY4,Child poverty,Children living in households with very low work intensity,Sweden,2023,:,,Total,,
POVERTY5,Child poverty,Relative median at-risk-of-poverty risk gap,EU27,2015,27.5,e,Total,,
POVERTY5,Child poverty,Relative median at-risk-of-poverty risk gap,Belgium,2015,18,,Total,,
POVERTY5,Child poverty,Relative median at-risk-of-poverty risk gap,Bulgaria,2015,37.8,,Total,,
POVERTY5,Child poverty,Relative median at-risk-of-poverty risk gap,Czechia,2015,24.9,,Total,,
POVERTY5,Child poverty,Relative median at-risk-of-poverty risk gap,Denmark,2015,25.1,,Total,,
POVERTY5,Child poverty,Relative median at-risk-of-poverty risk gap,Germany,2015,18.2,,Total,,
POVERTY5,Child poverty,Relative median at-risk-of-poverty risk gap,Estonia,2015,31,,Total,,
POVERTY5,Child poverty,Relative median at-risk-of-poverty risk gap,Ireland,2015,17,,Total,,
POVERTY5,Child poverty,Relative median at-risk-of-poverty risk gap,Greece,2015,34.5,,Total,,
POVERTY5,Child poverty,Relative median at-risk-of-poverty risk gap,Spain,2015,40,,Total,,
POVERTY5,Child poverty,Relative median at-risk-of-poverty risk gap,France,2015,15.3,,Total,,
POVERTY5,Child poverty,Relative median at-risk-of-poverty risk gap,Croatia,2015,26.8,,Total,,
POVERTY5,Child poverty,Relative median at-risk-of-poverty risk gap,Italy,2015,33.2,,Total,,
POVERTY5,Child poverty,Relative median at-risk-of-poverty risk gap,Cyprus,2015,22.2,,Total,,
POVERTY5,Child poverty,Relative median at-risk-of-poverty risk gap,Latvia,2015,34.2,,Total,,
POVERTY5,Child poverty,Relative median at-risk-of-poverty risk gap,Lithuania,2015,27.7,,Total,,
POVERTY5,Child poverty,Relative median at-risk-of-poverty risk gap,Luxembourg,2015,16.7,,Total,,
